	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Protein Family ID(s)	Associated Gene Name
350	ENSG00000157734	15	64443914	64449680	ENSFM00500000273126	SNX22
351	ENSG00000185015	8	86132816	86196302	ENSFM00450000242133	CA13
352	ENSG00000156282	21	31538241	31538971	ENSFM00500000269751	CLDN17
353	ENSG00000173141	13	21750784	21753223	ENSFM00670001237427	MRP63
354	ENSG00000254093	8	10622473	10697394	ENSFM00250000004426	PINX1
355	ENSG00000156284	21	31586324	31588391	ENSFM00500000269751	CLDN8
356	ENSG00000188694	21	31653629	31655276	ENSFM00250000013577	KRTAP24-1
357	ENSG00000167702	8	145691426	145699585	ENSFM00730001521752	KIFC2
358	ENSG00000232263	21	31661463	31661832	ENSFM00670001245835	KRTAP25-1
359	ENSG00000166965	15	91498100	91506349	ENSFM00250000008371	RCCD1
360	ENSG00000197683	21	31691452	31692607	ENSFM00500000277207	KRTAP26-1
361	ENSG00000166794	15	64448011	64455404	ENSFM00500000269861	PPIB
362	ENSG00000206107	21	31709331	31710012	ENSFM00360000114637	KRTAP27-1
363	ENSG00000186980	21	31720717	31720924	ENSFM00500000344855	KRTAP23-1
364	ENSG00000182816	21	31743709	31744557	ENSFM00670001236080	KRTAP13-2
365	ENSG00000145391	4	140417095	140527853	ENSFM00250000007295	SETD7
366	ENSG00000198390	21	31768392	31769136	ENSFM00670001236080	KRTAP13-1
367	ENSG00000240432	21	31797583	31798286	ENSFM00670001236080	KRTAP13-3
368	ENSG00000171044	8	10753555	11058875	ENSFM00500000269993	XKR6
369	ENSG00000186971	21	31802572	31803216	ENSFM00670001236080	KRTAP13-4
370	ENSG00000186970	21	31812597	31813070	ENSFM00600000929952	KRTAP15-1
371	ENSG00000180776	13	21950263	22033509	ENSFM00250000001255	ZDHHC20
372	ENSG00000184351	21	31852018	31852663	ENSFM00400000132928	KRTAP19-1
373	ENSG00000186965	21	31859362	31859755	ENSFM00470000252796	KRTAP19-2
374	ENSG00000103932	15	41809374	41836467	ENSFM00250000003886	RPAP1
375	ENSG00000124164	20	56964178	57026157	ENSFM00250000001879	VAPB
376	ENSG00000244025	21	31863782	31864275	ENSFM00500000439235	KRTAP19-3
377	ENSG00000186967	21	31869142	31869451	ENSFM00400000132505	KRTAP19-4
378	ENSG00000101181	20	60758085	60778624	ENSFM00500000271260	MTG2
379	ENSG00000186977	21	31873975	31874435	ENSFM00500000311592	KRTAP19-5
380	ENSG00000102057	X	48818639	48827976	ENSFM00300000079128	KCND1
381	ENSG00000186925	21	31913854	31914183	ENSFM00440000238192	KRTAP19-6
382	ENSG00000244362	21	31933194	31933633	ENSFM00500000321316	KRTAP19-7
383	ENSG00000228605	HSCHR6_MHC_SSTO	31618946	31624007	ENSFM00250000008098	GPANK1
384	ENSG00000169989	4	153690506	153700916	ENSFM00500000272415	TIGD4
385	ENSG00000145348	4	106962756	107242652	ENSFM00250000003121	TBCK
386	ENSG00000186924	21	31973414	31973612	ENSFM00500000405606	KRTAP22-1
387	ENSG00000262145	HSCHR12_1_CTG2_1	58335324	58351052	ENSFM00500000273070	XRCC6BP1
388	ENSG00000099991	22	24407642	24574596	ENSFM00250000003013	CABIN1
389	ENSG00000244624	21	31988750	31989003	ENSFM00500000325115	KRTAP20-1
390	ENSG00000088836	20	3208063	3219836	ENSFM00410000138529	SLC4A11
391	ENSG00000184032	21	32007555	32007938	ENSFM00500000350610	KRTAP20-2
392	ENSG00000206104	21	32015183	32015455	ENSFM00570000857111	KRTAP20-3
393	ENSG00000206190	15	25922420	26110317	ENSFM00500000269897	ATP10A
394	ENSG00000104643	8	11141925	11185646	ENSFM00730001522223	MTMR9
395	ENSG00000187026	21	32119112	32119551	ENSFM00590000915902	KRTAP21-2
396	ENSG00000165487	13	22066836	22178353	ENSFM00260000050554	MICU2
397	ENSG00000183640	21	32185016	32185570	ENSFM00500000302539	KRTAP8-1
398	ENSG00000164113	4	123300121	123350957	ENSFM00260000051122	ADAD1
399	ENSG00000182591	21	32252966	32253874	ENSFM00500000274223	KRTAP11-1
400	ENSG00000206102	21	32410478	32410795	ENSFM00500000343303	KRTAP19-8
401	ENSG00000198901	15	91509270	91538859	ENSFM00250000002532	PRC1
402	ENSG00000262515	HSCHR4_2_CTG9	62066976	62959961	ENSFM00260000050328	LPHN3
403	ENSG00000125354	X	118749687	118827333	ENSFM00350000105408	SEPT6
404	ENSG00000164144	4	153701089	153839615	ENSFM00250000002848	ARFIP1
405	ENSG00000151615	4	147560045	147563626	ENSFM00350000105422	POU4F2
406	ENSG00000235708	HSCHR6_MHC_MCF	33300827	33330643	ENSFM00250000000231	COL11A2
407	ENSG00000205808	9	4662298	4665256	ENSFM00250000003664	PPAPDC2
408	ENSG00000167315	18	47309869	47340330	ENSFM00730001521597	ACAA2
409	ENSG00000183090	4	144498455	144621828	ENSFM00740001589159	FREM3
410	ENSG00000102678	13	22245522	22278637	ENSFM00500000270250	FGF9
411	ENSG00000085871	4	140586922	140661899	ENSFM00500000277294	MGST2
412	ENSG00000182378	X	192989	220023	ENSFM00500000271790	PLCXD1
413	ENSG00000106993	9	4679559	4708398	ENSFM00500000271977	CDC37L1
414	ENSG00000099994	22	24577227	24585078	ENSFM00250000004169	SUSD2
415	ENSG00000266997	18	47322163	47363993	ENSFM00750001632326	RP11-886H22.1
416	ENSG00000169118	15	64457716	64648442	ENSFM00730001521484	CSNK1G1
417	ENSG00000156299	21	32490734	32932290	ENSFM00250000001448	TIAM1
418	ENSG00000081014	15	51200869	51298097	ENSFM00480000262825	AP4E1
419	ENSG00000102683	13	23755091	23899304	ENSFM00250000001721	SGCG
420	ENSG00000101180	20	60790026	60795323	ENSFM00460000244943	HRH3
421	ENSG00000119487	9	128199672	128469513	ENSFM00250000005977	MAPKAP1
422	ENSG00000262542	HSCHR17_6_CTG4	39446708	39447733	ENSFM00500000304884	KRTAP29-1
423	ENSG00000137473	4	147627790	147867034	ENSFM00250000007049	TTC29
424	ENSG00000178605	X	220025	230886	ENSFM00250000005299	GTPBP6
425	ENSG00000120251	4	158125334	158287227	ENSFM00720001492020	GRIA2
426	ENSG00000147853	9	4711155	4742043	ENSFM00500000270040	AK3
427	ENSG00000196782	4	140637907	141075338	ENSFM00670001235662	MAML3
428	ENSG00000263014	HSCHR1_3_CTG31	198503840	198521562	ENSFM00500000277590	ATP6V1G3
429	ENSG00000224774	HSCHR6_MHC_SSTO	31622960	31631270	ENSFM00250000002069	CSNK2B
430	ENSG00000160973	8	145698795	145701718	ENSFM00400000131913	FOXH1
431	ENSG00000073067	7	1022835	1029276	ENSFM00730001521671	CYP2W1
432	ENSG00000167393	X	294698	347690	ENSFM00250000001531	PPP2R3B
433	ENSG00000259316	15	64472547	64665980	ENSFM00730001521484	CTD-2116N17.1
434	ENSG00000166206	15	26788693	27184686	ENSFM00400000131718	GABRB3
435	ENSG00000183578	15	51348795	51397473	ENSFM00250000002228	TNFAIP8L3
436	ENSG00000068400	X	48830134	48858675	ENSFM00250000004894	GRIPAP1
437	ENSG00000167306	18	47349183	47721463	ENSFM00750001632326	MYO5B
438	ENSG00000099998	22	24615622	24641110	ENSFM00250000000661	GGT5
439	ENSG00000096150	HSCHR6_MHC_QBL	33168626	33173129	ENSFM00250000002236	RPS18
440	ENSG00000137460	4	153857504	153900848	ENSFM00400000131932	FHDC1
441	ENSG00000142168	21	33031935	33041244	ENSFM00670001235331	SOD1
442	ENSG00000262418	HSCHR1_3_CTG31	198619288	198737899	ENSFM00740001589127	PTPRC
443	ENSG00000146540	7	1036622	1177896	ENSFM00670001236972	C7orf50
444	ENSG00000120158	9	4792869	4885917	ENSFM00250000005015	RCL1
445	ENSG00000184056	15	91541646	91565833	ENSFM00540000717941	VPS33B
446	ENSG00000239497	HSCHR6_MHC_SSTO	31626842	31631270	ENSFM00250000009121	LY6G5B
447	ENSG00000160972	8	145703352	145727504	ENSFM00500000270382	PPP1R16A
448	ENSG00000153130	4	141178440	141306880	ENSFM00670001236351	SCOC
449	ENSG00000185960	X	585079	620146	ENSFM00360000109939	SHOX
450	ENSG00000130703	20	60813580	60871268	ENSFM00500000269986	OSBPL2
451	ENSG00000179934	3	39371197	39375171	ENSFM00250000000182	CCR8
452	ENSG00000151835	13	23902965	24007841	ENSFM00740001589315	SACS
453	ENSG00000140006	14	64063757	64108579	ENSFM00500000272631	WDR89
454	ENSG00000164849	7	1084212	1098897	ENSFM00250000007250	GPR146
455	ENSG00000250361	4	144917257	145061844	ENSFM00670001253428	GYPB
456	ENSG00000124222	20	57226328	57254582	ENSFM00500000271003	STX16
457	ENSG00000126821	14	64150932	64194757	ENSFM00600000921341	SGPP1
458	ENSG00000205755	X	1314890	1331616	ENSFM00470000251656	CRLF2
459	ENSG00000215699	GL000191.1	36277	50281	ENSFM00500000271319	SRSF10
460	ENSG00000144659	3	39424839	39438842	ENSFM00500000271856	SLC25A38
461	ENSG00000109654	4	154073494	154260472	ENSFM00750001632380	TRIM2
462	ENSG00000206285	HSCHR6_MHC_QBL	33173759	33175444	ENSFM00500000274438	B3GALT4
463	ENSG00000132164	3	10857885	10982419	ENSFM00730001521104	SLC6A11
464	ENSG00000134508	18	20714528	20840431	ENSFM00250000002265	CABLES1
465	ENSG00000206372	HSCHR6_MHC_QBL	31855958	31903846	ENSFM00250000001406	C2
466	ENSG00000168028	3	39448180	39454033	ENSFM00250000001034	RPSA
467	ENSG00000156304	21	33043346	33104388	ENSFM00710001441902	SCAF4
468	ENSG00000177710	8	11188397	11189717	ENSFM00500000274367	SLC35G5
469	ENSG00000259919	HG996_PATCH	132680924	132910380	ENSFM00500000269893	GALNT9
470	ENSG00000127863	13	24144509	24250232	ENSFM00500000271554	TNFRSF19
471	ENSG00000109471	4	123372625	123377880	ENSFM00670001235802	IL2
472	ENSG00000147099	X	71549366	71792953	ENSFM00250000000832	HDAC8
473	ENSG00000100014	22	24666786	24813708	ENSFM00250000001872	SPECC1L
474	ENSG00000167081	9	128509624	128729656	ENSFM00250000000950	PBX3
475	ENSG00000206284	HSCHR6_MHC_QBL	33175727	33186150	ENSFM00250000005536	WDR46
476	ENSG00000100982	20	44563267	44576662	ENSFM00250000006545	PCIF1
477	ENSG00000154319	8	11278972	11332224	ENSFM00500000273276	FAM167A
478	ENSG00000137869	15	51500254	51630807	ENSFM00250000000839	CYP19A1
479	ENSG00000133742	8	86239837	86291243	ENSFM00450000242133	CA1
480	ENSG00000164850	7	1121844	1133451	ENSFM00320000100270	GPER1
481	ENSG00000151617	4	148402069	148466106	ENSFM00500000269879	EDNRA
482	ENSG00000096968	9	4985033	5128183	ENSFM00250000000777	JAK2
483	ENSG00000122547	7	36192758	36341152	ENSFM00250000006173	EEPD1
484	ENSG00000230475	HSCHR6_MHC_SSTO	31644674	31661153	ENSFM00250000005259	ABHD16A
485	ENSG00000027001	13	24304328	24463558	ENSFM00250000003536	MIPEP
486	ENSG00000262273	HG311_PATCH	118349897	118368687	ENSFM00500000269793	PNLIPRP1
487	ENSG00000258555	22	24666866	24838324	ENSFM00250000001872	SPECC1L-ADORA2A
488	ENSG00000121211	4	154265801	154336270	ENSFM00500000272714	MND1
489	ENSG00000103671	15	64679947	64747502	ENSFM00250000003254	TRIP4
490	ENSG00000138684	4	123533783	123542224	ENSFM00500000275822	IL21
491	ENSG00000178381	7	1191707	1200395	ENSFM00250000004334	ZFAND2A
492	ENSG00000136573	8	11351510	11422113	ENSFM00730001521707	BLK
493	ENSG00000206315	HSCHR6_MHC_QBL	32110133	32115584	ENSFM00250000000950	PBX2
494	ENSG00000128271	22	24813847	24838328	ENSFM00670001235282	ADORA2A
495	ENSG00000092445	15	41849873	41871536	ENSFM00730001521921	TYRO3
496	ENSG00000164124	4	159122756	159176563	ENSFM00250000006110	TMEM144
497	ENSG00000153132	4	141309609	141349122	ENSFM00500000269826	CLGN
498	ENSG00000266200	HG311_PATCH	118380352	118404649	ENSFM00500000269793	PNLIPRP2
499	ENSG00000142149	21	33245628	33416946	ENSFM00500000272771	HUNK
500	ENSG00000198026	20	44577292	44600833	ENSFM00570000851639	ZNF335
501	ENSG00000181004	4	123653857	123666098	ENSFM00250000007554	BBS12
502	ENSG00000205863	13	24465238	24476794	ENSFM00740001589446	C1QTNF9B
503	ENSG00000170004	17	7788124	7816078	ENSFM00730001521383	CHD3
504	ENSG00000198223	X	1387693	1429274	ENSFM00500000275027	CSF2RA
505	ENSG00000004660	17	3763609	3798185	ENSFM00250000001201	CAMKK1
506	ENSG00000157103	3	11034410	11080933	ENSFM00730001521104	SLC6A1
507	ENSG00000120210	9	5131979	5185668	ENSFM00500000276083	INSL6
508	ENSG00000180357	15	64752941	64978264	ENSFM00600000921260	ZNF609
509	ENSG00000266292	HG1308_PATCH	129984656	130008571	ENSFM00730001521353	CPA5
510	ENSG00000100024	22	24863206	24924358	ENSFM00250000004524	UPB1
511	ENSG00000120211	9	5231419	5235304	ENSFM00250000019937	INSL4
512	ENSG00000273167	13	24553839	24895169	ENSFM00250000001570	RP11-307N16.6
513	ENSG00000138685	4	123747863	123819391	ENSFM00500000271542	FGF2
514	ENSG00000130706	20	60877149	60883918	ENSFM00250000003585	ADRM1
515	ENSG00000136574	8	11534468	11617511	ENSFM00730001521787	GATA4
516	ENSG00000196814	9	129089128	129269320	ENSFM00500000272007	MVB12B
517	ENSG00000186417	15	51633826	51700210	ENSFM00300000079193	GLDN
518	ENSG00000151552	4	17461884	17513857	ENSFM00250000004373	QDPR
519	ENSG00000107014	9	5299868	5304969	ENSFM00670001236562	RLN2
520	ENSG00000264509	HG1308_PATCH	130020180	130027955	ENSFM00730001521353	CPA1
521	ENSG00000254995	20	57226490	57290466	ENSFM00500000271003	STX16-NPEPL1
522	ENSG00000107018	9	5334969	5339873	ENSFM00670001236562	RLN1
523	ENSG00000164853	7	1272543	1276954	ENSFM00500000274477	UNCX
524	ENSG00000198062	22	16256441	16287937	ENSFM00570000851034	POTEH
525	ENSG00000262858	HG747_PATCH	65821640	65980494	ENSFM00250000001387	BPTF
526	ENSG00000205693	12	27915671	27924209	ENSFM00250000036469	MANSC4
527	ENSG00000107020	9	5357973	5437878	ENSFM00500000274177	PLGRKT
528	ENSG00000167701	8	145728356	145732557	ENSFM00250000002105	GPT
529	ENSG00000265594	HG1308_PATCH	130036375	130082274	ENSFM00250000005194	CEP41
530	ENSG00000138867	22	24936406	24951903	ENSFM00250000006849	GUCD1
531	ENSG00000197037	7	99214569	99230030	ENSFM00500000273783	ZSCAN25
532	ENSG00000164168	4	148538534	148593195	ENSFM00500000271242	TMEM184C
533	ENSG00000215641	HSCHR6_MHC_QBL	28870783	28891770	ENSFM00670001235250	TRIM27
534	ENSG00000215440	20	57264187	57294294	ENSFM00250000005785	NPEPL1
535	ENSG00000142207	21	33683329	33765335	ENSFM00250000007283	URB1
536	ENSG00000241822	HSCHR6_MHC_SSTO	31664595	31675540	ENSFM00280000058806	LY6G6F
537	ENSG00000121210	4	154387498	154557863	ENSFM00390000126359	KIAA0922
538	ENSG00000182957	13	24553944	24881212	ENSFM00250000001570	SPATA13
539	ENSG00000263138	HSCHR15_1_CTG8	66187417	66558222	ENSFM00250000000419	MEGF11
540	ENSG00000205301	4	141363416	141419531	ENSFM00730001521902	RP11-542P2.1
541	ENSG00000108700	17	32646055	32648421	ENSFM00670001239356	CCL8
542	ENSG00000120217	9	5450503	5470566	ENSFM00500000271431	CD274
543	ENSG00000206283	HSCHR6_MHC_QBL	33185925	33195021	ENSFM00500000273478	PFDN6
544	ENSG00000088812	20	3451687	3631769	ENSFM00250000000720	ATRN
545	ENSG00000164877	7	1468101	1499138	ENSFM00580000902232	MICALL2
546	ENSG00000136944	9	129376722	129463311	ENSFM00500000270113	LMX1B
547	ENSG00000258880	HSCHR6_MHC_SSTO	31664636	31675654	ENSFM00280000058806	DASS-312M4.10
548	ENSG00000211933	14	106405611	106406108	ENSFM00670001237315	IGHV6-1
549	ENSG00000206314	HSCHR6_MHC_QBL	32116164	32120921	ENSFM00600000921937	GPSM3
550	ENSG00000163793	2	27498289	27504367	ENSFM00500000275553	DNAJC5G
551	ENSG00000163655	3	155588325	155661815	ENSFM00730001522089	GMPS
552	ENSG00000170917	4	123809852	123844123	ENSFM00250000003870	NUDT6
553	ENSG00000264872	HG1308_PATCH	130126046	130146133	ENSFM00250000004943	MEST
554	ENSG00000130538	22	16448824	16449805	ENSFM00730001521255	OR11H1
555	ENSG00000110958	12	57057127	57082159	ENSFM00250000003376	PTGES3
556	ENSG00000165046	8	38243725	38267045	ENSFM00740001589271	LETM2
557	ENSG00000198445	22	17071667	17073700	ENSFM00390000126336	CCT8L2
558	ENSG00000006459	7	139784546	139876835	ENSFM00730001521703	KDM7A
559	ENSG00000100028	22	24951471	25005947	ENSFM00670001235865	SNRPD3
560	ENSG00000197646	9	5510545	5571282	ENSFM00500000272116	PDCD1LG2
561	ENSG00000172967	22	17264302	17302589	ENSFM00270000056526	XKR3
562	ENSG00000129055	3	134196548	134205558	ENSFM00500000286414	ANAPC13
563	ENSG00000185291	X	1455509	1501578	ENSFM00500000278704	IL3RA
564	ENSG00000154328	8	11627148	11644855	ENSFM00250000008323	NEIL2
565	ENSG00000169260	HSCHR6_MHC_QBL	28962562	28973093	ENSFM00250000000002	ZNF311
566	ENSG00000185518	15	91643180	91844539	ENSFM00250000000744	SV2B
567	ENSG00000119715	14	76776957	76968178	ENSFM00440000236877	ESRRB
568	ENSG00000166225	12	69864129	69973562	ENSFM00250000003196	FRS2
569	ENSG00000169155	9	129567285	129600489	ENSFM00500000272723	ZBTB43
570	ENSG00000240654	13	24881304	24896673	ENSFM00740001589446	C1QTNF9
571	ENSG00000165959	14	95648277	95786243	ENSFM00500000271703	CLMN
572	ENSG00000182077	10	27687116	27703297	ENSFM00500000270772	PTCHD3
573	ENSG00000173401	12	75728419	75764340	ENSFM00670001235821	GLIPR1L1
574	ENSG00000056291	4	72897521	73013784	ENSFM00540000717938	NPFFR2
575	ENSG00000179468	7	142723245	142724282	ENSFM00730001521377	OR9A2
576	ENSG00000215568	22	17442826	17489112	ENSFM00670001235613	GAB4
577	ENSG00000092108	14	31091318	31205018	ENSFM00250000002554	SCFD1
578	ENSG00000163728	3	180319918	180335616	ENSFM00250000003052	TTC14
579	ENSG00000225781	7	142749417	142750444	ENSFM00730001521377	OR6V1
580	ENSG00000087448	12	27932953	27955973	ENSFM00250000007899	KLHL42
581	ENSG00000159763	7	142829170	142836839	ENSFM00740001589741	PIP
582	ENSG00000179387	4	141445312	141474924	ENSFM00250000003015	ELMOD2
583	ENSG00000263085	HG747_PATCH	65987217	65989765	ENSFM00670001237676	C17orf58
584	ENSG00000177125	9	129622944	129648157	ENSFM00500000270488	ZBTB34
585	ENSG00000181374	17	32683471	32685629	ENSFM00670001242060	CCL13
586	ENSG00000166979	21	33784314	33887707	ENSFM00500000271783	EVA1C
587	ENSG00000164169	4	148558936	148605381	ENSFM00250000007362	PRMT10
588	ENSG00000206312	HSCHR6_MHC_QBL	32120241	32149468	ENSFM00500000269589	NOTCH4
589	ENSG00000169100	X	1505045	1511617	ENSFM00250000000816	SLC25A6
590	ENSG00000034533	3	130732719	130746493	ENSFM00250000006663	ASTE1
591	ENSG00000206366	HSCHR6_MHC_QBL	31857779	31860166	ENSFM00600000921332	ZBTB12
592	ENSG00000186297	15	27111510	27194354	ENSFM00730001521187	GABRA5
593	ENSG00000102699	13	24995064	25086948	ENSFM00250000007297	PARP4
594	ENSG00000164879	8	86285665	86361269	ENSFM00450000242133	CA3
595	ENSG00000196639	3	11178779	11305243	ENSFM00730001522477	HRH1
596	ENSG00000176463	15	92396925	92715665	ENSFM00730001521765	SLCO3A1
597	ENSG00000170180	4	145030457	145061904	ENSFM00600000922056	GYPA
598	ENSG00000145375	4	123844229	124240605	ENSFM00750001632352	SPATA5
599	ENSG00000262472	HG747_PATCH	66031635	66042958	ENSFM00750001632339	KPNA2
600	ENSG00000068323	X	48886242	48901012	ENSFM00250000000692	TFE3
601	ENSG00000130702	20	60883011	60942368	ENSFM00740001589148	LAMA5
602	ENSG00000236398	7	142880512	142881528	ENSFM00500000271026	TAS2R39
603	ENSG00000127399	7	150019728	150035239	ENSFM00250000008999	LRRC61
604	ENSG00000249581	4	17516788	17528727	ENSFM00500000273768	CLRN2
605	ENSG00000112304	6	24667263	24705293	ENSFM00500000273552	ACOT13
606	ENSG00000104093	15	51739908	51915030	ENSFM00250000001467	DMXL2
607	ENSG00000159199	17	46970127	46973233	ENSFM00670001235364	ATP5G1
608	ENSG00000172421	17	60447579	60493837	ENSFM00250000008982	EFCAB3
609	ENSG00000128802	10	48413092	48416853	ENSFM00430000230170	GDF2
610	ENSG00000179674	3	160394948	160396233	ENSFM00500000274022	ARL14
611	ENSG00000135519	12	49932940	49952091	ENSFM00730001521919	KCNH3
612	ENSG00000180304	15	64979772	64995480	ENSFM00670001235749	OAZ2
613	ENSG00000104267	8	86376081	86393722	ENSFM00450000242133	CA2
614	ENSG00000107623	10	48425815	48438976	ENSFM00320000100141	GDF10
615	ENSG00000235712	HSCHR6_MHC_MCF	33331732	33338829	ENSFM00720001492019	RXRB
616	ENSG00000165097	6	18155560	18224084	ENSFM00500000271186	KDM1B
617	ENSG00000224379	HSCHR6_MHC_COX	31118872	31124541	ENSFM00250000006933	TCF19
618	ENSG00000099246	10	27793197	27831143	ENSFM00500000270602	RAB18
619	ENSG00000174099	12	65672423	65882024	ENSFM00500000272516	MSRB3
620	ENSG00000163590	3	160473390	160796695	ENSFM00500000271498	PPM1L
621	ENSG00000095564	10	93683526	93790082	ENSFM00250000004369	BTAF1
622	ENSG00000087494	12	28111017	28125638	ENSFM00250000003745	PTHLH
623	ENSG00000262747	HG747_PATCH	66243690	66253272	ENSFM00500000272484	AMZ2
624	ENSG00000107036	9	5629025	5776557	ENSFM00250000002886	KIAA1432
625	ENSG00000224103	HSCHR6_MHC_COX	32954322	32970527	ENSFM00730001521438	HLA-DPA1
626	ENSG00000136697	2	113825547	113833427	ENSFM00500000273634	IL1F10
627	ENSG00000183770	3	138663066	138665982	ENSFM00500000271677	FOXL2
628	ENSG00000198879	10	7200586	7453450	ENSFM00260000050568	SFMBT2
629	ENSG00000002549	4	17578815	17609595	ENSFM00250000002996	LAP3
630	ENSG00000241253	HSCHR6_MHC_QBL	31903824	31910258	ENSFM00250000001406	CFB
631	ENSG00000169093	X	1522032	1572655	ENSFM00500000270805	ASMTL
632	ENSG00000177663	22	17565844	17596583	ENSFM00250000009031	IL17RA
633	ENSG00000167100	17	48187404	48207246	ENSFM00250000006485	SAMD14
634	ENSG00000240764	5	140868808	140892546	ENSFM00740001589104	PCDHGC5
635	ENSG00000135919	2	224839829	224904036	ENSFM00740001589252	SERPINE2
636	ENSG00000152766	10	90581889	90611575	ENSFM00250000006962	ANKRD22
637	ENSG00000144026	2	95813075	95831158	ENSFM00250000000002	ZNF514
638	ENSG00000156140	4	73146686	73434516	ENSFM00730001521974	ADAMTS3
639	ENSG00000171509	4	159236463	159574524	ENSFM00260000050587	RXFP1
640	ENSG00000166831	15	65032091	65067786	ENSFM00250000002624	RBPMS2
641	ENSG00000164209	5	110073837	110100857	ENSFM00250000005083	SLC25A46
642	ENSG00000136828	9	129677053	129985445	ENSFM00250000001357	RALGPS1
643	ENSG00000100985	20	44637547	44645200	ENSFM00260000050469	MMP9
644	ENSG00000153266	3	62355356	62359999	ENSFM00380000124738	FEZF2
645	ENSG00000180638	17	19581601	19622292	ENSFM00500000270139	SLC47A2
646	ENSG00000204335	2	171571861	171574588	ENSFM00730001521593	SP5
647	ENSG00000109424	4	141480588	141489959	ENSFM00500000269770	UCP1
648	ENSG00000108819	17	48211104	48227991	ENSFM00250000001450	PPP1R9B
649	ENSG00000213639	2	28974506	29025806	ENSFM00420000140518	PPP1CB
650	ENSG00000265590	21	33951132	33984591	ENSFM00250000005279	AP000275.65
